,cum_cost,cum_penalty,cum_interventions
0,0.035735219179055686,0.0,0.0
1,0.041395249963731756,0.0,0.0
2,0.039741332461309425,0.0,0.0
3,0.03877209279450416,0.0,0.0
4,0.037784735699872965,0.0,0.0
5,0.03586981506203651,0.0,0.0
6,0.03521790115897178,0.0,0.0
7,0.10134126097756146,0.0,0.0
8,0.17648626331106662,0.0,0.0
9,0.23319909361167668,0.0,0.0
10,0.44731483723889676,0.0,0.0
11,1.062192962145333,0.0,0.0
12,1.775717485649769,0.0,0.0
13,2.0920129657467577,0.0,0.0
14,2.24432187456964,0.0,0.0
15,2.8393090178509355,0.0,0.0
16,3.0646578214400435,0.0,0.0
17,3.292040597573574,0.0,0.0
18,3.3529665762944556,0.0,0.0
19,3.518428269300034,0.0,0.0
20,3.5998004780903674,0.0,0.0
21,3.6774643656988166,0.0,0.0
22,3.776145826306915,0.0,0.0
23,3.81258634543123,0.0,0.0
24,3.815772213323102,0.0,0.0
25,3.8138581305357597,0.0,0.0
26,3.8113493180352065,0.0,0.0
27,3.8090201966097115,0.0,0.0
28,3.80546485010632,0.0,0.0
29,3.804065109741349,0.0,0.0
30,3.815159116076724,0.0,0.0
31,3.8761285097310396,0.0,0.0
32,3.9234749022083304,0.0,0.0
33,4.271576257946555,0.0,0.0
34,5.033489306510985,0.0,0.0
35,5.805046495510984,0.0002724113672987144,1.0
36,6.633655205510976,0.009354073958721907,2.0
37,7.0026573155109775,0.017529212440921337,3.0
38,7.263062575510976,0.022917166486033293,4.0
39,7.838674535510984,0.03020423160190249,5.0
40,8.041343145510984,0.036210142753531134,6.0
41,8.295458405510985,0.04304763662614749,7.0
42,8.435767215510985,0.04897480145455899,8.0
43,8.584910515510986,0.05548155169171597,9.0
44,8.663379745510985,0.06180030098589263,10.0
45,8.812003195510986,0.06806870540589774,11.0
46,8.893070565510985,0.07425162431532654,12.0
47,8.948674535510985,0.08045212419310749,13.0
48,8.975177265510986,0.08659162370599911,14.0
49,9.019348605510986,0.09273870548695815,15.0
50,9.053126645510986,0.09872227806780264,16.0
51,9.092621185510986,0.10470921572975889,17.0
52,9.120163245510986,0.11009163554967373,18.0
53,9.146146495510985,0.11471439233590944,19.0
54,9.213183095510985,0.1189724971519867,20.0
55,9.307241905510985,0.1246112663059687,21.0
56,9.439755925510985,0.13016141946252263,22.0
57,10.063035355510982,0.1373214599465848,23.0
58,10.76748908551098,0.14311866275653634,24.0
59,11.252082155510976,0.1469288391149603,25.0
60,11.470778425510979,0.1521487892735796,26.0
61,11.563268065510979,0.15755629164673585,27.0
62,11.574174185510978,0.16109340520320198,28.0
63,11.715002845510979,0.16707105228534974,29.0
64,11.79451140551098,0.17244020418756406,30.0
65,11.88545259551098,0.17811368957205936,31.0
66,11.96651996551098,0.18389394757463068,32.0
67,12.06785408551098,0.1901581479871836,33.0
68,12.16347207551098,0.195959228253684,34.0
69,12.352109545510979,0.2021546355961415,35.0
70,12.471632125510979,0.20819389640680447,36.0
71,12.511646145510978,0.2141307878425605,37.0
72,12.76806872551098,0.22069283378321652,38.0
73,12.816168725510979,0.22653241146221875,39.0
74,12.854623935510979,0.2321452016389533,40.0
75,12.894637955510978,0.23774141922241815,41.0
76,12.962194035510977,0.2425973168150753,42.0
77,13.016758675510978,0.24660076501528,43.0
78,13.052095895510979,0.2512175026548456,44.0
79,13.127966615510978,0.25788111691100973,45.0
80,13.293739195510978,0.2638659690104103,46.0
81,13.366539063510979,0.2682682077163899,47.0
82,13.45176375351098,0.27272733392915566,48.0
83,13.49493942351098,0.27670872190149093,49.0
84,13.554445709510981,0.2817705939810236,50.0
85,13.664951278510982,0.28700346483340883,51.0
86,13.731987878510981,0.29252003875201354,52.0
87,13.802661948510982,0.29824248710472373,53.0
88,13.941411948510982,0.3039585526293918,54.0
89,14.063532668510982,0.30962340111946446,55.0
90,14.254606588510986,0.3159054428712604,56.0
91,15.034878498510983,0.32468108897271136,57.0
92,15.703830358510983,0.33162910001259843,58.0
93,15.975663808510982,0.3380473308506607,59.0
94,16.071801278510982,0.34435441582246734,60.0
95,16.13208204851098,0.3492173810990366,61.0
96,16.15027013851098,0.35463444388375726,62.0
97,16.16689941851098,0.36021268428013314,63.0
98,16.17833204851098,0.3657751900225273,64.0
99,16.18664668851098,0.3708977233655883,65.0
100,16.211590608510978,0.376099167099435,66.0
101,16.230818028510978,0.3818794047097234,67.0
102,16.252124108510976,0.38744053689410424,68.0
103,16.306168898510975,0.3928887631534987,69.0
104,16.393992098510974,0.3981356942412299,70.0
105,16.401620758510976,0.4028260317237257,71.0
106,16.674681868510977,0.4081629541263719,72.0
107,16.959880088510978,0.4132404481902367,73.0
108,16.99902349851098,0.4173594313788757,74.0
109,17.01987965851098,0.4217853114816755,75.0
110,17.01978509851098,0.42527749868581927,76.0
111,17.09513633851098,0.4286303315020979,77.0
112,17.296765618510978,0.43411714605620494,78.0
113,17.36536102851098,0.4414915005859961,79.0
114,17.44850705851098,0.44638559595983035,80.0
115,17.53373174851098,0.45062521487626855,81.0
116,17.65377380851098,0.45587960278275125,82.0
117,17.75926524851098,0.46156947795072895,83.0
118,17.920880508510983,0.4674700035453356,84.0
119,18.059630508510985,0.47340556205058565,85.0
120,18.133422568510984,0.4791018762638883,86.0
121,18.146933858510984,0.48467437540789066,87.0
122,18.162003958510983,0.4902235594660341,88.0
123,18.168759418510984,0.49554155715618314,89.0
124,18.185908178510985,0.5009786758344548,90.0
125,18.204096268510984,0.5062487169296007,91.0
126,18.269054208510983,0.5106993544326114,92.0
127,18.362073688510982,0.5159922733643595,93.0
128,18.42651177851098,0.5221260367302387,94.0
129,18.769339718510984,0.5278308024408873,95.0
130,19.003187858510984,0.5323597568997275,96.0
131,19.181951878510983,0.5370207494061742,97.0
132,19.383975208510982,0.5418083621393095,98.0
133,19.56326414751098,0.547132911153306,99.0
134,19.674116443510982,0.552682434885797,100.0
135,19.768175253510982,0.55759604249087,101.0
136,19.851841133510984,0.5629279955349705,102.0
137,19.987473143510982,0.5683322176774067,103.0
138,20.101279223510982,0.5736287765449386,104.0
139,20.196897213510983,0.5789960615030686,105.0
140,20.373063093510982,0.5850194876670517,106.0
141,20.501419793510983,0.5906482745775019,107.0
142,20.599116443510983,0.5960232881723075,108.0
143,20.657838403510983,0.6013825293345292,109.0
144,20.702529593510985,0.606886108656769,110.0
145,20.739425623510986,0.6122616433728467,111.0
146,20.783077483510986,0.6175492201441568,112.0
147,20.817375373510988,0.6228566151371027,113.0
148,20.86362537351099,0.6278371506172706,114.0
149,20.89428542351099,0.6322554502647819,115.0
150,20.97015614351099,0.6374378347180808,116.0
151,21.03875155351099,0.6431606212436307,117.0
152,21.21907475351099,0.647949310453204,118.0
153,21.410680733510993,0.653117846819253,119.0
154,21.589814753510996,0.6587674907314559,120.0
155,21.742595523510996,0.6638238938094769,121.0
156,21.841599013510997,0.6680974235457243,122.0
157,22.510545693510995,0.6744314728223789,123.0
158,23.305542863510993,0.6816553134497735,124.0
159,23.78270559351099,0.6877807260283381,125.0
160,24.05656812351099,0.6928829242964142,126.0
161,24.42241080351099,0.698551373497691,127.0
162,24.581427553510988,0.7039096623754184,128.0
163,24.745121473510988,0.7089419354856156,129.0
164,24.856329413510988,0.7139068320266618,130.0
165,24.947270603510987,0.7188165954740097,131.0
166,25.053801373510986,0.7238633840999112,132.0
167,25.091736733510984,0.7287622373408658,133.0
168,25.155135493510983,0.733765412490373,134.0
169,25.165528793510983,0.7385446217346925,135.0
170,25.196708693510985,0.7433313993539548,136.0
171,25.215936113510985,0.747873537321071,137.0
172,25.278815393510985,0.7523957373596291,138.0
173,25.291287353510985,0.7567930389808476,139.0
174,25.357284623510985,0.7616873251253711,140.0
175,25.418085243510983,0.7662661212934321,141.0
176,25.504349263510985,0.7699485370325471,142.0
177,25.571755863510987,0.7723170069099511,143.0
178,25.716221993510988,0.7757713775097659,144.0
179,25.902261323510988,0.7812784661188178,145.0
180,26.065955243510988,0.785285773342881,146.0
181,26.13247199351099,0.7879316281621058,147.0
182,26.50247199351099,0.7926254044115978,148.0
183,26.71293539351099,0.7974810216466328,149.0
184,26.930674103510988,0.8017660644849529,150.0
185,27.155688123510988,0.806677256392287,151.0
186,27.380182663510986,0.8115054689043661,152.0
187,27.529325963510985,0.8163811958087749,153.0
188,27.638974723510984,0.8211908570914164,154.0
189,27.740828693510984,0.8258940037084892,155.0
190,27.863988743510983,0.8308357943453935,156.0
191,27.935702143510984,0.8354006078240871,157.0
192,27.990786263510984,0.8401385565100467,158.0
193,28.033918273510984,0.8448179889226294,159.0
194,28.058342343510983,0.8493941144566165,160.0
195,28.101474353510984,0.8538092144281196,161.0
196,28.149283163510983,0.85849433033563,162.0
197,28.211123113510983,0.8629383763981793,163.0
198,28.24905847351098,0.8671050136428685,164.0
199,28.357667903510983,0.8713881019352535,165.0
200,28.449648423510983,0.8761519578951752,166.0
201,28.648679193510983,0.8805563413149473,167.0
202,28.826923733510984,0.8842227747073832,168.0
203,28.989578323510983,0.8884585930375787,169.0
204,29.174365018510983,0.8931204431876555,170.0
205,29.388094186510983,0.8965310677456373,171.0
206,29.539207995510985,0.9004041119937304,172.0
207,29.773945985510988,0.9049787256228662,173.0
208,29.937120055510988,0.9093107289392665,174.0
209,30.214100575510987,0.9136631669764003,175.0
210,30.374676505510987,0.9179116974632701,176.0
211,30.488482585510987,0.9223300713974332,177.0
212,30.605926505510986,0.9268043571269279,178.0
213,30.731165215510988,0.9311543889304573,179.0
